13046,8740,-882,-2924,2949,3013,1463
13056,2606,-1174,-5651,3581,3888,2511
13066,-358,627,-6097,4712,3114,2861
13075,927,2292,-5620,4616,2440,2967
13085,-264,1816,-4303,1897,3200,1638
13095,820,501,-5840,950,4217,-49
13105,580,-100,-2460,84,2077,-451
13115,694,402,-4833,-67,-219,-30
13126,306,-42,-4468,-78,29,-8
13136,457,28,-4552,-58,-26,-1
13146,518,56,-4641,-116,-96,-11
13154,488,45,-4566,-109,-111,-18
13165,498,76,-4579,-109,-137,-23
13175,475,77,-4587,-102,-149,-25
13185,477,60,-4584,-71,-129,-17
13195,470,51,-4621,-74,-120,-13
13206,448,40,-4597,-86,-107,-12
13216,446,39,-4591,-87,-86,-5
13226,451,50,-4587,-95,-72,-3
13234,460,67,-4632,-113,-59,-4
13245,451,58,-4598,-131,-47,-4
13255,456,48,-4584,-151,-36,-4
13265,446,71,-4588,-182,-25,-2
13275,432,70,-4569,-207,-11,-1
13285,446,73,-4557,-224,4,4
13296,457,88,-4570,-221,14,11
13306,422,89,-4553,-229,20,15
13314,436,89,-4575,-241,38,17
13324,451,86,-4599,-251,51,17
13335,457,107,-4590,-252,60,14
13345,438,132,-4570,-239,66,13
13355,447,129,-4565,-214,68,16
13365,441,117,-4550,-188,67,20
13374,456,125,-4542,-169,65,22
13384,441,140,-4572,-151,65,24
13394,449,140,-4564,-135,57,29
13404,451,136,-4577,-119,57,35
13414,446,158,-4577,-98,59,39
13425,451,135,-4561,-83,60,44
13435,421,142,-4556,-72,53,46
13445,437,138,-4570,-71,54,47
13453,439,140,-4561,-66,57,51
13464,435,130,-4567,-51,68,50
13474,444,164,-4586,-37,76,57
13484,436,136,-4541,-25,83,56
13494,441,142,-4568,-11,88,62
13505,441,158,-4566,3,97,61
13515,460,155,-4555,26,108,65
13525,456,148,-4585,54,118,63
13535,471,160,-4557,86,130,69
13544,464,123,-4563,116,140,73
13554,476,156,-4547,147,143,80
13564,457,136,-4564,181,146,85
13574,478,135,-4558,205,147,91
13584,472,110,-4603,187,144,89
13595,471,147,-4579,126,142,81
13605,485,109,-4602,84,150,83
13615,498,100,-4629,40,165,82
13625,452,133,-4607,-8,187,77
13634,474,141,-4616,-48,223,79
13644,512,140,-4686,-96,277,96
13654,518,151,-4715,-177,366,123
13664,495,130,-4722,-276,469,146
13675,522,149,-4723,-366,583,159
13685,518,168,-4781,-410,725,145
13695,558,173,-4772,-457,914,151
13705,583,145,-5126,-405,1122,163
13713,576,187,-4810,-327,1559,149
13724,642,214,-4805,-321,1820,163
13734,677,183,-4843,-326,1998,182
13744,727,185,-4909,-354,2217,185
13754,769,224,-5000,-344,2406,187
13765,836,278,-5303,-312,2663,206
13773,902,166,-5563,-328,3094,247
13783,1002,205,-5852,-301,3670,241
13793,1141,608,-6131,-201,4429,236
13804,1205,742,-6329,-102,5358,392
13814,1275,628,-6733,50,6350,654
13824,1268,743,-6803,309,7308,864
13834,1405,781,-6880,397,8395,1057
13845,1487,326,-8010,350,9480,1236
13855,1742,254,-7755,593,10277,1275
13863,1917,825,-7661,975,10891,1264
13873,2425,1064,-8161,1159,11322,1307
13883,2265,1025,-7350,1079,11544,1467
13894,1792,1019,-7587,962,11590,1715
13904,2914,1246,-6743,1015,11520,1915
13914,2407,898,-7007,986,11592,2121
13924,1204,657,-6574,1128,11247,2342
13935,-10,549,-6255,1634,10965,2526
13943,-2684,198,-5446,2425,10694,2666
13953,-7131,571,-4884,3620,9513,2540
13963,-6807,1494,-4841,5181,5966,1648
13974,-6319,4163,-9068,5259,314,-34
13984,-5672,3108,-4844,3177,-4897,-1320
13994,-2826,1992,-2821,1875,-7014,-1828
14004,-1489,1483,-2522,1417,-6053,-1973
14015,-2438,1372,-3070,1284,-4600,-2009
14023,-3200,1506,-4257,1223,-4771,-2015
14033,-3028,1544,-4889,1137,-6303,-2037
14043,-2336,1471,-4810,996,-7942,-2090
14053,-1552,1466,-4747,837,-9015,-2142
14064,-955,1448,-4727,603,-9584,-2148
14074,-399,1439,-5025,270,-9949,-2087
14084,-35,1237,-5191,-176,-10223,-1959
14094,269,900,-5511,-582,-10461,-1794
14105,653,724,-5976,-860,-10626,-1612
14113,936,825,-6419,-1091,-10665,-1370
14123,1529,-12,-6658,-1332,-10680,-1075
14133,1445,1208,-6988,-1258,-10664,-874
14144,2378,586,-7737,-1776,-10653,-373
14154,2751,-455,-7892,-2690,-10444,253
14164,3281,-431,-8423,-2753,-10077,746
14172,3965,80,-8752,-2626,-9631,1060
14182,5095,215,-8705,-2815,-9183,1118
14193,6280,118,-8253,-3169,-8607,931
14203,7312,122,-7607,-3341,-7776,687
14213,7988,248,-6850,-3456,-6729,543
14223,8198,-13,-6616,-3739,-5641,523
14234,8159,-705,-6163,-4043,-4948,546
14244,8580,-1436,-5489,-4034,-4851,520
14254,8955,-2165,-4436,-3556,-4854,288
14262,9354,-2453,-3304,-2814,-4298,-122
14273,9591,-2369,-2639,-2088,-3103,-535
14283,9468,-2071,-2486,-1483,-1644,-806
14293,8847,-1677,-2724,-1006,-439,-851
14303,13565,-4594,-6441,-664,300,-644
14314,8094,-2983,294,1657,2927,-268
14324,799,-1155,-3853,3848,4529,778
14334,-522,859,-6620,5062,4825,1520
14342,-807,1543,-5217,5894,3666,1721
14352,774,2001,-3669,6324,3149,1379
14363,555,2112,-7195,5857,4130,274
14373,397,-702,-5933,2459,5613,-1486
14383,622,-2497,-6350,1619,6212,-1670
14393,3281,-572,-15118,1993,5772,-72
14404,828,-117,-4008,1170,231,295
14414,386,142,-5029,547,216,-23
14422,526,-100,-4632,201,57,-31
14432,515,147,-4604,-145,-70,-4
14443,474,73,-4585,-172,-65,-29
14453,508,105,-4604,-201,-70,-17
14463,498,107,-4554,-192,-61,-12
14473,467,112,-4580,-172,-50,-2
14484,469,92,-4572,-175,-38,8
14494,448,87,-4606,-196,-21,11
14502,474,98,-4582,-238,-8,7
14512,458,115,-4589,-275,0,1
14522,461,135,-4564,-285,8,0
14533,473,147,-4572,-270,16,2
14543,486,155,-4540,-244,23,13
14553,487,157,-4560,-212,28,25
14563,478,125,-4580,-184,42,30
14574,465,121,-4570,-160,65,32
14582,460,136,-4562,-137,83,34
14592,465,150,-4580,-117,95,35
14602,458,163,-4570,-100,108,33
14613,482,155,-4561,-77,126,36
14623,480,161,-4570,-63,138,39
14633,477,151,-4594,-61,149,37
14643,473,144,-4584,-71,157,32
14654,499,164,-4595,-76,171,29
14662,477,160,-4574,-82,182,27
14672,502,161,-4582,-86,195,34
14682,472,193,-4572,-92,202,39
14692,490,177,-4546,-95,212,50
14703,524,183,-4567,-102,220,62
14713,492,190,-4517,-108,233,70
14723,504,201,-4534,-90,240,79
14733,514,182,-4552,-55,252,90
14742,498,218,-4511,9,259,109
14752,493,212,-4511,100,250,139
14762,493,224,-4574,177,224,179
14772,544,231,-4523,233,197,215
14783,528,225,-4563,272,173,246
14793,570,143,-4542,286,160,268
14803,570,105,-4593,289,162,268
14813,537,123,-4586,288,173,248
14821,564,136,-4595,275,198,237
14832,569,131,-4601,253,241,243
14842,567,129,-4625,225,305,248
14852,574,111,-4695,200,389,257
14862,598,87,-4744,198,518,254
14873,604,47,-4726,189,674,230
14883,621,43,-4778,118,816,201
14891,624,53,-4764,37,965,158
14901,634,48,-4780,-47,1121,123
14912,676,62,-4795,-109,1287,82
14922,711,112,-4818,-137,1466,65
14932,741,139,-4789,-137,1652,63
14942,769,113,-4816,-137,1811,81
14953,808,164,-4916,-158,1970,97
14963,847,133,-4929,-164,2130,100
14973,932,132,-4942,-122,2366,110
14981,993,156,-5009,-46,2611,123
14991,1024,149,-5123,-15,2909,145
15002,1275,355,-5058,-28,3351,169
15012,1190,284,-5459,-47,3715,240
15022,1296,370,-5639,-80,4213,323
15032,1354,477,-5900,43,4799,454
15043,1483,475,-6446,115,5523,582
15053,1520,903,-6928,152,6518,713
15061,1583,825,-7433,226,7758,988
15071,1826,1236,-7696,529,8918,1287
15082,2050,934,-8187,800,9891,1636
15092,2653,915,-8586,1093,10708,1914
15102,2710,2006,-8918,1150,11268,2102
15112,2418,1114,-8189,574,11590,2417
15123,2249,1240,-8113,497,11731,2754
15133,2487,1573,-7777,530,11857,3024
15141,1452,2085,-7101,456,11805,3351
15151,449,1688,-6308,-180,11674,3656
15161,-458,934,-5369,-586,11467,4018
15172,-3963,257,-3739,-307,11324,4363
15182,-8176,76,-2245,996,9832,4421
15192,-4316,1575,-8563,2283,5534,3287
15202,-7040,2063,-6860,2031,-146,1594
15213,-4670,1718,-4986,1090,-5332,-130
15221,-2657,1328,-2867,526,-7639,-1503
15231,-1183,1208,-2010,167,-7257,-2568
15241,-1054,801,-2496,-185,-6114,-3306
15252,-1813,192,-3468,-423,-5812,-3789
15262,-2156,-28,-4251,-239,-6746,-4120
15272,-1867,7,-4553,125,-8135,-4286
15282,-1195,108,-4508,402,-9262,-4259
15293,-406,143,-4454,487,-9968,-4057
15301,198,299,-4448,503,-10286,-3660
15311,458,361,-4437,376,-10373,-3069
15321,737,389,-4705,143,-10341,-2333
15331,906,420,-4966,-153,-10175,-1548
15342,1055,305,-5486,-445,-9977,-840
15352,1072,373,-5980,-707,-9884,-284
15362,1371,331,-6465,-962,-9899,116
15370,1841,247,-6846,-1146,-9807,382
